"","","","f1"
"2031",2.93,-0.6,-3.70539816339745
"2032",0.19,-0.32,-0.942998163397448
"2033",-0.63,0.46,0.393776549229936
"2034",-0.48,0.25,0.241785149692371
"2035",1.25,0.84,2.15099816339745
"2036",2.92,-0.54,-3.70379816339745
"2037",2.64,-0.15,-3.30289816339745
"2038",0.2,0.64,1.00499816339745
"2039",1.8,-0.56,-2.58179816339745
"2040",-0.02,0.87,0.910976079983148
"2041",1.05,0.27,1.88829816339745
"2042",2.97,-0.87,-3.61849816339745
"2043",1.92,-0.81,-2.60929816339745
"2044",1.58,0.67,2.39429816339745
"2045",1.38,-0.46,-2.16379816339745
"2046",0.8,-0.14,-1.45579816339745
"2047",0.48,-0.28,-1.21699816339745
"2048",0.07,0.52,0.855798163397448
"2049",0.82,0.48,1.60579816339745
"2050",2.59,-0.22,-3.29699816339745
"2051",-0.22,-0.58,-0.589648541536027
"2052",2.26,-0.64,-3.02579816339745
"2053",0.82,0.71,1.64949816339745
"2054",3.02,0.34,3.83099816339745
"2055",2.91,0.86,3.82499816339745
"2056",-0.17,-0.35,-0.547022761421435
"2057",-0.32,-0.35,-0.414408425481207
"2058",-0.66,0.3,0.263930988147764
"2059",1.23,-0.42,-2.00899816339745
"2060",2.17,0.66,2.98099816339745
"2061",0.58,0.29,1.40949816339745
"2062",-0.4,-0.42,-0.398491786285083
"2063",2.15,-0.44,-2.93179816339745
"2064",1.9,0.53,2.68629816339745
"2065",-0.26,0.39,0.492375195813346
"2066",2.92,-0.22,-3.62699816339745
"2067",-0.82,0.22,0.252860509561091
"2068",1.34,-0.15,-2.00289816339745
"2069",1.67,-0.57,-2.45049816339745
"2070",-0.77,-0.42,-0.107470846869982
"2071",-0.09,-0.66,-0.690042405739933
"2072",2.14,0.68,2.95779816339745
"2073",-0.24,0.26,0.434052305001287
"2074",0.59,-0.85,-1.25289816339745
"2075",0.51,0.54,1.29699816339745
"2076",0.26,0.19,1.14149816339745
"2077",2.44,0.33,3.25429816339745
"2078",-0.07,0.21,0.702163449987341
"2079",0.93,-0.22,-1.63699816339745
"2080",0.76,0.52,1.54579816339745
"2081",2.12,0.37,2.92229816339745
"2082",2.52,-0.3,-3.26539816339745
"2083",2.25,0.42,3.04179816339745
"2084",2.21,0.5,2.99539816339745
"2085",2.99,0.16,3.89099816339745
"2086",-0.35,-0.5,-0.467862961989529
"2087",2.81,0.26,3.65299816339745
"2088",3.03,-0.22,-3.73699816339745
"2089",2.33,-0.22,-3.03699816339745
"2090",-0.73,-0.04,0.02603504091769
"2091",1.84,-0.43,-2.62049816339745
"2092",0.28,-0.66,-1.03979816339745
"2093",1.47,0.88,2.39979816339745
"2094",2.12,0.1,3.06539816339745
"2095",2.77,0.79,3.63949816339745
"2096",-0.39,-0.14,-0.164990644911026
"2097",2.91,0.16,3.81099816339745
"2098",0.86,0.73,1.69829816339745
"2099",1.78,0.16,2.68099816339745
"2100",2.82,0.37,3.62229816339745
"2101",2.7,-0.16,-3.36979816339745
"2102",0.06,-0.47,-0.844498163397448
"2103",2.12,-0.56,-2.90179816339745
"2104",0.39,-0.1,-1.01539816339745
"2105",2.43,0.74,3.27299816339745
"2106",0.09,-0.6,-0.865398163397448
"2107",2.24,-0.54,-3.02379816339745
"2108",1.08,-0.73,-1.81249816339745
"2109",0.9,-0.61,-1.67329816339745
"2110",1.15,0.2,2.02539816339745
"2111",2.31,0.71,3.13949816339745
"2112",1.63,-0.3,-2.37539816339745
"2113",-0.84,-0.16,0.0319869142903365
"2114",2.25,0.49,3.03549816339745
"2115",1.17,0.29,1.99949816339745
"2116",1.88,-0.44,-2.66179816339745
"2117",-0.76,0.22,0.225684315842577
"2118",2.59,-0.41,-3.36729816339745
"2119",1.04,-0.42,-1.81899816339745
"2120",2.09,0.43,2.88029816339745
"2121",1.24,-0.75,-1.96289816339745
"2122",2.31,-0.45,-3.09289816339745
"2123",3.27,-0.32,-4.02299816339745
"2124",0.57,-0.21,-1.27129816339745
"2125",2.63,0.33,3.44429816339745
"2126",-0.43,0.13,0.149372944800051
"2127",-0.21,-0.12,-0.192940789572218
"2128",1.54,-0.9,-2.16539816339745
"2129",2.53,0.16,3.43099816339745
"2130",1.13,0.64,1.93499816339745
"2131",0.99,-0.24,-1.70779816339745
"2132",-0.48,-0.34,-0.300366115492145
"2133",1.93,0.86,2.84499816339745
"2134",2.77,0.22,3.63379816339745
"2135",1.63,0.52,2.41579816339745
"2136",0.14,0.6,0.935398163397448
"2137",0.59,0.6,1.38539816339745
"2138",2.35,0.83,3.24429816339745
"2139",1.42,0.86,2.33499816339745
"2140",2.54,-0.22,-3.24699816339745
"2141",1.39,0.41,2.18349816339745
"2142",1.97,0.64,2.77499816339745
"2143",1,0.14,1.91499816339745
"2144",1.32,-0.76,-2.03779816339745
"2145",-0.39,0.46,0.44440739154699
"2146",3.14,0.75,3.98789816339745
"2147",2.02,-0.21,-2.72129816339745
"2148",2.32,0.39,3.11749816339745
"2149",0.41,-0.28,-1.14699816339745
"2150",1.04,0.54,1.82699816339745
"2151",-0.66,-0.23,-0.128089940857768
"2152",-0.22,-0.8,-0.542513798452156
"2153",-0.22,-0.4,-0.532085046354051
"2154",2.06,0.8,2.93539816339745
"2155",-0.4,-0.78,-0.406656775182513
"2156",2.21,0.19,3.09149816339745
"2157",-0.01,-0.84,-0.663805585318988
"2158",2.49,0.67,3.30429816339745
"2159",0.24,-0.53,-1.02449816339745
"2160",0.02,-0.72,-0.756998163397448
"2161",0.42,0.38,1.21979816339745
"2162",0.01,0.3,0.835398163397448
"2163",0.47,0.35,1.27789816339745
"2164",0.56,0.77,1.41829816339745
"2165",2.45,0.75,3.29789816339745
"2166",1.03,-0.57,-1.81049816339745
"2167",2.73,0.45,3.51789816339745
"2168",0.94,-0.75,-1.66289816339745
"2169",2.41,0.5,3.19539816339745
"2170",3.1,-0.34,-3.85979816339745
"2171",0.26,-0.23,-0.972498163397448
"2172",1.99,0.23,2.84829816339745
"2173",1.75,0.39,2.54749816339745
"2174",2.38,-0.33,-3.13649816339745
"2175",0.85,-0.71,-1.59129816339745
"2176",0.03,-0.56,-0.811798163397448
"2177",2.22,0.9,3.16539816339745
"2178",0.06,0.37,0.862298163397448
"2179",2.42,0.29,3.24949816339745
"2180",3.01,-0.46,-3.79379816339745
"2181",2.98,-0.61,-3.75329816339745
"2182",1,0.32,1.81779816339745
"2183",1.93,-0.43,-2.71049816339745
"2184",-0.36,-0.57,-0.473406184278791
"2185",3.19,-0.61,-3.96329816339745
"2186",1.42,-0.89,-2.05329816339745
"2187",-0.73,-0.12,-0.0239604989524536
"2188",0.95,0.82,1.83779816339745
"2189",2.46,-0.17,-3.13649816339745
"2190",-0.23,-0.74,-0.559144902184771
"2191",3.22,-0.47,-4.00449816339745
"2192",0.19,0.43,0.980298163397448
"2193",-0.76,0.05,0.101304439803048
"2194",0.69,-0.83,-1.36649816339745
"2195",1.22,0.68,2.03779816339745
"2196",0,0.49,0.785498163397448
"2197",0.99,0.62,1.78979816339745
"2198",0.4,-0.38,-1.17099816339745
"2199",3.23,-0.29,-3.97129816339745
"2200",1.45,0.9,2.39539816339745
"2201",3.06,0.16,3.96099816339745
"2202",1.02,0.37,1.82229816339745
"2203",2.58,0.29,3.40949816339745
"2204",-0.35,0.72,0.649498416231397
"2205",2.72,-0.62,-3.49099816339745
"2206",2.18,-0.19,-2.86929816339745
"2207",0.62,-0.34,-1.37979816339745
"2208",1.5,0.66,2.31099816339745
"2209",2.86,0.43,3.65029816339745
"2210",1.68,-0.77,-2.39249816339745
"2211",-0.3,0.44,0.487247638430406
"2212",-0.72,0.35,0.316575142396016
"2213",1.02,-0.88,-1.66099816339745
"2214",1.5,0.22,2.36379816339745
"2215",2.64,-0.86,-3.29579816339745
"2216",1.76,-0.53,-2.54449816339745
"2217",1.75,0.34,2.56099816339745
"2218",2.35,0.25,3.19789816339745
"2219",0.17,-0.63,-0.938498163397448
"2220",1.98,-0.36,-2.74579816339745
"2221",2.41,-0.21,-3.11129816339745
"2222",1.3,0.73,2.13829816339745
"2223",2.74,-0.82,-3.42299816339745
"2224",0.63,-0.58,-1.40899816339745
"2225",0.4,-0.4,-1.17539816339745
"2226",1.62,0.52,2.40579816339745
"2227",0,0.61,0.797498163397448
"2228",-0.51,0.64,0.550329887097976
"2229",1.98,-0.53,-2.76449816339745
"2230",-0.8,-0.29,-0.0507241499086999
"2231",-0.02,0.88,0.918609239590012
"2232",2.87,-0.52,-3.65499816339745
"2233",0.62,-0.68,-1.37299816339745
"2234",1.56,0.47,2.34629816339745
"2235",-0.85,-0.05,0.0941527703458185
"2236",0.64,-0.25,-1.36289816339745
"2237",1.77,0.34,2.58099816339745
"2238",0.78,0.42,1.57179816339745
"2239",0.8,-0.27,-1.53249816339745
"2240",-0.3,0.8,0.731612453730409
"2241",-0.14,-0.64,-0.653652887714947
"2242",0.09,0.63,0.892298163397448
"2243",2.07,0.19,2.95149816339745
"2244",3.11,0.78,3.97379816339745
"2245",0.52,0.87,1.44229816339745
"2246",0.02,-0.8,-0.715398163397448
"2247",-0.35,-0.75,-0.45973185135302
"2248",2.31,-0.85,-2.97289816339745
"2249",-0.1,0.1,0.521277725461415
"2250",0.97,-0.81,-1.65929816339745
"2251",-0.8,-0.01,0.0837878279315347
"2252",0.72,-0.35,-1.48289816339745
"2253",1.87,0.31,2.69149816339745
"2254",-0.48,-0.52,-0.369560665778534
"2255",-0.51,-0.08,-0.0775337939541271
"2256",1.25,0.14,2.16499816339745
"2257",1.86,0.26,2.70299816339745
"2258",0.02,0.52,0.805798163397448
"2259",1.61,0.79,2.47949816339745
"2260",0.11,-0.29,-0.851298163397448
"2261",-0.76,-0.12,-0.00571630095786145
"2262",2.35,-0.49,-3.13529816339745
"2263",-0.38,-0.5,-0.444075677415778
"2264",2.07,0.33,2.88429816339745
"2265",-0.31,-0.52,-0.505497274774687
"2266",2.55,0.33,3.36429816339745
"2267",1.37,0.8,2.24539816339745
"2268",0.63,0.64,1.43499816339745
"2269",-0.71,-0.46,-0.167734844317421
"2270",0.96,-0.17,-1.63649816339745
"2271",2.03,-0.25,-2.75289816339745
"2272",2.25,0.55,3.03789816339745
"2273",2.57,-0.87,-3.21849816339745
"2274",0.94,0.69,1.76149816339745
"2275",-0.77,0.42,0.391875874810148
"2276",3.06,-0.7,-3.80539816339745
"2277",-0.23,0.6,0.622696952417045
"2278",1.43,-0.76,-2.14779816339745
"2279",1.94,-0.54,-2.72379816339745
"2280",0.88,0.38,1.67979816339745
"2281",3.23,0.82,4.11779816339745
"2282",1.02,0.69,1.84149816339745
"2283",0.62,-0.11,-1.25329816339745
"2284",-0.1,0.03,0.302225332149828
"2285",3.26,-0.58,-4.03899816339745
"2286",-0.63,0.15,0.138660596086764
"2287",0.33,-0.6,-1.10539816339745
"2288",2.51,0.2,3.38539816339745
"2289",2.95,-0.41,-3.72729816339745
"2290",0.82,0.18,1.70779816339745
"2291",-0.2,0,0.09
"2292",0.39,0.43,1.18029816339745
"2293",0.03,0.75,0.877898163397448
"2294",2.33,-0.86,-2.98579816339745
"2295",0.4,-0.13,-1.04849816339745
"2296",1.87,-0.61,-2.64329816339745
"2297",0.17,-0.47,-0.954498163397448
"2298",-0.54,0.26,0.234228709454493
"2299",2.48,0.57,3.27029816339745
"2300",-0.54,-0.57,-0.3248844459905
"2301",-0.18,-0.36,-0.544066594847007
"2302",0.68,-0.37,-1.44849816339745
"2303",1.29,0.81,2.17149816339745
"2304",0.1,-0.5,-0.885398163397448
"2305",1.14,-0.32,-1.89299816339745
"2306",2.79,-0.82,-3.47299816339745
"2307",0.24,-0.34,-0.999798163397448
"2308",0.55,-0.59,-1.32729816339745
"2309",0.25,-0.84,-0.919798163397448
"2310",1.17,-0.14,-1.82579816339745
"2311",2.55,-0.17,-3.22649816339745
"2312",1.91,0.85,2.81789816339745
"2313",1.45,0.54,2.23699816339745
"2314",2.93,-0.41,-3.70729816339745
"2315",2.37,-0.66,-3.12979816339745
"2316",-0.68,-0.36,-0.170864978372488
"2317",1.17,0.59,1.96349816339745
"2318",1.14,0.26,1.98299816339745
"2319",-0.26,0.66,0.641596837930742
"2320",2.39,0.19,3.27149816339745
"2321",0.52,0.52,1.30579816339745
"2322",1.22,0.89,2.15749816339745
"2323",0.58,-0.57,-1.36049816339745
"2324",2.27,0.7,3.09539816339745
"2325",2.52,-0.47,-3.30449816339745
"2326",-0.17,0.17,0.460082776095298
"2327",2.58,-0.15,-3.24289816339745
"2328",2.57,0.34,3.38099816339745
"2329",1.52,0.68,2.33779816339745
"2330",-0.45,-0.58,-0.400672036342305
"2331",0.49,0.44,1.27899816339745
"2332",2.74,0.84,3.64099816339745
"2333",0.31,-0.4,-1.08539816339745
"2334",1.29,-0.32,-2.04299816339745
"2335",2.22,0.17,3.11429816339745
"2336",1.79,-0.4,-2.56539816339745
"2337",0.73,-0.64,-1.49579816339745
"2338",0.71,-0.15,-1.37289816339745
"2339",0.42,-0.38,-1.19099816339745
"2340",3.16,-0.56,-3.94179816339745
"2341",-0.31,0.64,0.604437467500746
"2342",-0.27,0.16,0.302130440363544
"2343",-0.61,-0.54,-0.26327965420284
"2344",0.34,-0.12,-0.980998163397448
"2345",2.19,0.75,3.03789816339745
"2346",3.11,-0.86,-3.76579816339745
"2347",-0.09,-0.52,-0.698939592281045
"2348",0.78,-0.4,-1.55539816339745
"2349",0.04,0.49,0.825498163397448
"2350",-0.34,0.66,0.606322106239129
"2351",3.12,-0.43,-3.90049816339745
"2352",1.89,0.15,2.79789816339745
"2353",-0.69,0.54,0.473538169422728
"2354",0.7,0.53,1.48629816339745
"2355",-0.34,0.76,0.685680156970985
"2356",0.91,-0.16,-1.57979816339745
"2357",-0.05,-0.21,-0.587796904412227
"2358",1.88,0.7,2.70539816339745
"2359",3.04,-0.39,-3.81329816339745
"2360",2.82,0.69,3.64149816339745
"2361",1.86,0.21,2.72949816339745
"2362",3.23,0.24,4.08299816339745
"2363",-0.47,-0.41,-0.343359497750231
"2364",2.71,0.73,3.54829816339745
"2365",0.91,0.14,1.82499816339745
"2366",1.13,-0.38,-1.90099816339745
"2367",1.09,-0.13,-1.73849816339745
"2368",3.14,0.42,3.93179816339745
"2369",2.65,0.73,3.48829816339745
"2370",0.64,-0.39,-1.41329816339745
"2371",1.98,0.77,2.83829816339745
"2372",1.96,0.8,2.83539816339745
"2373",2.85,-0.81,-3.53929816339745
"2374",1.15,-0.65,-1.91289816339745
"2375",-0.38,-0.39,-0.39721035876129
"2376",0.91,-0.77,-1.62249816339745
"2377",0.71,-0.65,-1.47289816339745
"2378",-0.28,-0.53,-0.532498581553228
"2379",1.4,-0.46,-2.18379816339745
"2380",2.29,0.68,3.10779816339745
"2381",3.1,0.39,3.89749816339745
"2382",0.25,-0.26,-0.977798163397448
"2383",0.82,0.5,1.60539816339745
"2384",0.11,0.43,0.900298163397448
"2385",1.39,-0.87,-2.03849816339745
"2386",0.41,-0.75,-1.13289816339745
"2387",-0.49,-0.56,-0.366393370478062
"2388",1.09,0.72,1.92379816339745
"2389",0.06,0.9,1.00539816339745
"2390",1.16,-0.76,-1.87779816339745
"2391",1.02,0.43,1.81029816339745
"2392",0.29,0.12,1.21979816339745
"2393",1.91,-0.41,-2.68729816339745
"2394",0.37,0.1,1.31539816339745
"2395",1.94,-0.7,-2.68539816339745
"2396",3.02,0.86,3.93499816339745
"2397",0.95,0.87,1.87229816339745
"2398",0.29,0.87,1.21229816339745
"2399",0.92,-0.35,-1.68289816339745
"2400",-0.39,-0.19,-0.222289587196959
"2401",1.72,0.12,2.64979816339745
"2402",1.35,0.31,2.17149816339745
"2403",2.83,0.68,3.64779816339745
"2404",-0.54,0.37,0.324257777693371
"2405",1.32,-0.58,-2.09899816339745
"2406",0.14,0.64,0.944998163397448
"2407",-0.35,0.34,0.38559829621574
"2408",1.15,0.43,1.94029816339745
"2409",0.4,-0.73,-1.13249816339745
"2410",0.77,-0.66,-1.52979816339745
"2411",-0.45,-0.35,-0.325609296974912
"2412",-0.01,0.75,0.841265228046408
"2413",2.32,-0.26,-3.04779816339745
"2414",2.4,0.88,3.32979816339745
"2415",0.49,-0.11,-1.12329816339745
"2416",2.98,0.69,3.80149816339745
"2417",2.61,0.51,3.39549816339745
"2418",0.58,0.1,1.52539816339745
"2419",2.45,0.32,3.26779816339745
"2420",2.34,-0.83,-3.01649816339745
"2421",2.35,0.67,3.16429816339745
"2422",2.99,-0.6,-3.76539816339745
"2423",-0.58,-0.52,-0.287627037344377
"2424",1.33,-0.35,-2.09289816339745
"2425",1.76,-0.47,-2.54449816339745
"2426",2.4,-0.14,-3.05579816339745
"2427",0.9,-0.76,-1.61779816339745
"2428",-0.76,-0.06,0.0294432774035914
"2429",2.67,-0.15,-3.33289816339745
"2430",-0.34,0.75,0.677218654186025
"2431",-0.53,0.69,0.594843266277043
"2432",2.13,0.61,2.92749816339745
"2433",0.07,0.31,0.891498163397448
"2434",-0.46,-0.28,-0.271910901158074
"2435",1.41,0.85,2.31789816339745
"2436",2.6,-0.27,-3.33249816339745
"2437",1.94,0.11,2.87749816339745
"2438",-0.84,0.09,0.172260165904844
"2439",1.01,-0.45,-1.79289816339745
"2440",2.37,0.53,3.15629816339745
"2441",1.72,0.18,2.60779816339745
"2442",2.03,0.69,2.85149816339745
"2443",2.82,-0.53,-3.60449816339745
"2444",3.09,-0.44,-3.87179816339745
"2445",2.86,0.5,3.64539816339745
"2446",-0.45,0.04,0.046653661010658
"2447",-0.52,-0.2,-0.180322447996474
"2448",1.24,-0.72,-1.97699816339745
"2449",0.46,0.69,1.28149816339745
"2450",0.33,-0.51,-1.11529816339745
"2451",1.8,0.72,2.63379816339745
"2452",1.02,0.54,1.80699816339745
"2453",0.89,0.49,1.67549816339745
"2454",0.44,0.45,1.22789816339745
"2455",1.83,0.81,2.71149816339745
"2456",2.03,-0.28,-2.76699816339745
"2457",0.97,0.6,1.76539816339745
"2458",2.68,-0.43,-3.46049816339745
"2459",0.51,0.74,1.35299816339745
"2460",2.57,-0.24,-3.28779816339745
"2461",2.21,-0.74,-2.93779816339745
"2462",1.47,0.36,2.27499816339745
"2463",1.81,-0.55,-2.59289816339745
"2464",1.05,0.16,1.95099816339745
"2465",2.26,0.54,3.04699816339745
"2466",2.18,0.64,2.98499816339745
"2467",0.02,0.89,0.957498163397448
"2468",2.36,-0.82,-3.04299816339745
"2469",0.4,0.58,1.19179816339745
"2470",0.84,0.84,1.74099816339745
"2471",2.88,0.39,3.67749816339745
"2472",3.2,0.83,4.09429816339745
"2473",0.44,-0.17,-1.11649816339745
"2474",-0.5,0.45,0.396226348539568
"2475",2.87,-0.77,-3.58249816339745
"2476",2.65,-0.3,-3.39539816339745
"2477",0.02,0.36,0.824998163397448
"2478",1.48,-0.16,-2.14979816339745
"2479",-0.4,-0.39,-0.382929414720235
"2480",1.73,-0.73,-2.46249816339745
"2481",3.17,-0.26,-3.89779816339745
"2482",0.64,0.77,1.49829816339745
"2483",-0.45,-0.2,-0.20905505487942
"2484",2.81,0.32,3.62779816339745
"2485",2.61,0.31,3.43149816339745
"2486",-0.14,0.46,0.638045133618736
"2487",-0.26,-0.59,-0.556908809342706
"2488",2.19,0.68,3.00779816339745
"2489",2.86,-0.32,-3.61299816339745
"2490",1.89,0.88,2.81979816339745
"2491",2.62,0.57,3.41029816339745
"2492",-0.39,-0.54,-0.445063742613069
"2493",0.34,-0.89,-0.973298163397448
"2494",0.12,0.28,0.953798163397448
"2495",1.39,-0.46,-2.17379816339745
"2496",2.48,-0.47,-3.26449816339745
"2497",1.46,0.25,2.30789816339745
"2498",1.15,0.28,1.98379816339745
"2499",1.17,0.32,1.98779816339745
"2500",0.12,-0.64,-0.885798163397448
"2501",-0.16,-0.29,-0.504825085891456
"2502",2.33,0.4,3.12539816339745
"2503",-0.04,-0.46,-0.740564849284064
"2504",-0.54,-0.13,-0.115050393439171
"2505",0.95,-0.1,-1.57539816339745
"2506",0.55,0.83,1.44429816339745
"2507",1.9,-0.56,-2.68179816339745
"2508",3.19,-0.46,-3.97379816339745
"2509",1.06,0.2,1.93539816339745
"2510",-0.51,-0.5,-0.341861601831494
"2511",-0.48,-0.1,-0.102603721480134
"2512",-0.29,-0.39,-0.465509325763277
"2513",0.01,-0.52,-0.794998163397448
"2514",2.3,0.76,3.15299816339745
"2515",0.25,-0.7,-0.995398163397448
"2516",1.84,-0.25,-2.56289816339745
"2517",2.98,-0.74,-3.70779816339745
"2518",0.4,-0.16,-1.06979816339745
"2519",2.03,0.16,2.93099816339745
"2520",0.35,0.32,1.16779816339745
"2521",3.28,0.37,4.08229816339745
"2522",2.31,-0.56,-3.09179816339745
"2523",1.57,0.54,2.35699816339745
"2524",1.43,-0.58,-2.20899816339745
"2525",-0.34,0.1,0.164224817925272
"2526",2.13,0.2,3.00539816339745
"2527",2.01,-0.1,-2.63539816339745
"2528",1.03,-0.64,-1.79579816339745
"2529",2.16,0.9,3.10539816339745
"2530",3.15,0.53,3.93629816339745
"2531",0.93,-0.37,-1.69849816339745
"2532",0.27,0.77,1.12829816339745
"2533",-0.11,0.25,0.629614720430102
"2534",1.28,0.17,2.17429816339745
"2535",1.3,0.5,2.08539816339745
"2536",-0.03,-0.14,-0.552529707418839
"2537",1.64,-0.16,-2.30979816339745
"2538",-0.04,-0.52,-0.746548410178771
"2539",0.87,-0.29,-1.61129816339745
"2540",2.73,-0.25,-3.45289816339745
"2541",-0.33,-0.16,-0.207968962194122
"2542",-0.82,0.15,0.201756608522364
"2543",2.79,0.9,3.73539816339745
"2544",1.97,-0.18,-2.65299816339745
"2545",1.52,0.65,2.32789816339745
"2546",3.28,-0.42,-4.05899816339745
"2547",1.41,0.34,2.22099816339745
"2548",2.23,-0.16,-2.89979816339745
"2549",2.62,0.28,3.45379816339745
"2550",-0.22,0.33,0.502086221322626
"2551",-0.14,0.39,0.620407518486422
"2552",2.23,0.62,3.02979816339745
"2553",0.86,0.27,1.69829816339745
"2554",2.89,0.81,3.77149816339745
"2555",2.16,0.24,3.01299816339745
"2556",1.32,-0.8,-2.01539816339745
"2557",1.23,-0.14,-1.88579816339745
"2558",2.41,0.58,3.20179816339745
"2559",-0.09,0.86,0.866265878893318
"2560",-0.87,-0.01,0.131195657276237
"2561",1.3,0.51,2.08549816339745
"2562",2.08,-0.71,-2.82129816339745
"2563",3.01,-0.32,-3.76299816339745
"2564",-0.64,-0.43,-0.222338116215605
"2565",0.11,0.16,1.01099816339745
"2566",2.3,-0.21,-3.00129816339745
"2567",2.86,0.55,3.64789816339745
"2568",2.37,-0.43,-3.15049816339745
"2569",1.67,0.83,2.56429816339745
"2570",2.58,0.23,3.43829816339745
"2571",1.77,-0.27,-2.50249816339745
"2572",2.48,-0.42,-3.25899816339745
"2573",1.97,0.81,2.85149816339745
"2574",1.39,-0.33,-2.14649816339745
"2575",0.17,0.81,1.05149816339745
"2576",0.45,0.62,1.24979816339745
"2577",0.15,-0.37,-0.918498163397448
"2578",2.62,0.37,3.42229816339745
"2579",-0.24,0.63,0.633742533515299
"2580",1.55,-0.23,-2.26249816339745
"2581",1.85,-0.46,-2.63379816339745
"2582",3.27,0.34,4.08099816339745
"2583",-0.09,0.17,0.6365947068751
"2584",2.82,0.65,3.62789816339745
"2585",2.92,-0.8,-3.61539816339745
"2586",2.62,-0.18,-3.30299816339745
"2587",2.13,-0.38,-2.90099816339745
"2588",-0.22,0.17,0.378215527101948
"2589",0.88,0.19,1.76149816339745
"2590",-0.06,-0.27,-0.626150024179264
"2591",2.89,-0.56,-3.67179816339745
"2592",2.08,-0.72,-2.81699816339745
"2593",1.85,-0.64,-2.61579816339745
"2594",0.86,0.16,1.76099816339745
"2595",-0.29,-0.71,-0.520255057012349
"2596",3.23,0.62,4.02979816339745
"2597",1.32,0.57,2.11029816339745
"2598",3.37,0.45,4.15789816339745
"2599",0.17,0.31,0.991498163397448
"2600",1.61,0.36,2.41499816339745
"2601",1.17,-0.71,-1.91129816339745
"2602",-0.11,0.65,0.72693495552786
"2603",1.42,-0.5,-2.20539816339745
"2604",-0.35,-0.06,-0.0638947550754633
"2605",1.28,-0.64,-2.04579816339745
"2606",1.24,0.28,2.07379816339745
"2607",1.43,0.27,2.26829816339745
"2608",0.55,-0.81,-1.23929816339745
"2609",1.44,-0.48,-2.22499816339745
"2610",0.87,-0.25,-1.59289816339745
"2611",2.04,-0.16,-2.70979816339745
"2612",3.3,-0.71,-4.04129816339745
"2613",3.13,-0.73,-3.86249816339745
"2614",0.65,0.31,1.47149816339745
"2615",0.3,-0.46,-1.08379816339745
"2616",2.59,0.39,3.38749816339745
"2617",1.07,-0.1,-1.69539816339745
"2618",2.58,0.68,3.39779816339745
"2619",-0.85,-0.15,0.0445300754142767
"2620",-0.69,-0.18,-0.082183054750692
"2621",1.27,0.48,2.05579816339745
"2622",3.11,-0.51,-3.89529816339745
"2623",2.3,0.88,3.22979816339745
"2624",-0.32,0.2,0.294340412389517
"2625",0.3,-0.83,-0.976498163397448
"2626",2.1,-0.1,-2.72539816339745
"2627",0.66,-0.84,-1.32979816339745
"2628",1.32,-0.86,-1.97579816339745
"2629",2.2,-0.51,-2.98529816339745
"2630",-0.59,-0.51,-0.278071139167286
"2631",0.2,0.6,0.995398163397448
"2632",2.82,-0.13,-3.46849816339745
"2633",2.58,-0.45,-3.36289816339745
"2634",0.76,0.75,1.60789816339745
"2635",-0.44,0.27,0.275456593872783
"2636",-0.26,-0.71,-0.544291177854875
"2637",2.19,-0.87,-2.83849816339745
"2638",0.2,-0.42,-0.978998163397448
"2639",2.43,0.81,3.31149816339745
"2640",2.47,-0.71,-3.21129816339745
"2641",-0.73,-0.3,-0.111299072860452
"2642",1.56,-0.34,-2.31979816339745
"2643",3.08,0.67,3.89429816339745
"2644",0.93,-0.16,-1.59979816339745
"2645",1.57,-0.87,-2.21849816339745
"2646",0.33,-0.34,-1.08979816339745
"2647",-0.26,-0.17,-0.253681626024047
"2648",1.12,0.67,1.93429816339745
"2649",-0.67,0.08,0.0899609559703891
"2650",-0.33,0.55,0.535183704829173
"2651",2.79,-0.69,-3.53929816339745
"2652",2.03,-0.2,-2.72539816339745
"2653",0.93,0.59,1.72349816339745
"2654",-0.31,0.2,0.303665736530419
"2655",0,0.88,0.929798163397448
"2656",-0.31,0.06,0.129539161721568
"2657",1.6,-0.57,-2.38049816339745
"2658",-0.2,-0.67,-0.600668541493468
"2659",1.31,-0.73,-2.04249816339745
"2660",2.88,-0.82,-3.56299816339745
"2661",-0.33,-0.6,-0.499839290564318
"2662",2.36,0.33,3.17429816339745
"2663",-0.35,0.11,0.169976715044173
"2664",2.29,0.19,3.17149816339745
"2665",3.33,0.64,4.13499816339745
"2666",0.82,0.76,1.67299816339745
"2667",-0.79,-0.25,-0.045255581859595
"2668",-0.21,-0.24,-0.393187537968676
"2669",2.67,-0.51,-3.45529816339745
"2670",3.23,-0.66,-3.98979816339745
"2671",0.78,-0.82,-1.46299816339745
"2672",-0.13,0.39,0.632426790377238
"2673",0,-0.86,-0.655798163397448
"2674",2.84,-0.21,-3.54129816339745
"2675",1.69,0.68,2.50779816339745
"2676",0.65,-0.71,-1.39129816339745
"2677",0.33,0.22,1.19379816339745
"2678",2.9,0.36,3.70499816339745
"2679",0.48,-0.23,-1.19249816339745
"2680",0.27,0.11,1.20749816339745
"2681",2.23,0.68,3.04779816339745
"2682",2.3,-0.57,-3.08049816339745
"2683",-0.31,0.26,0.35805284481465
"2684",-0.4,0.52,0.481901571602411
"2685",0.26,-0.51,-1.04529816339745
"2686",2.78,-0.1,-3.40539816339745
"2687",-0.04,0.48,0.744163764301536
"2688",2.1,0.51,2.88549816339745
"2689",2.98,-0.8,-3.67539816339745
